🔍 Starting detailed monitoring of NimbleEdgeAssistant...
An error was encountered processing the command (domain=NSPOSIXErrorDomain, code=2):
The operation couldn’t be completed. No such file or directory
No such file or directory
📱 App Process ID: 
⏰ Started at: Fri Aug  1 14:19:09 IST 2025
2025-08-01 14:19:48.148931+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:KeyWindow] Scene became target of keyboard event deferring environment: UIWindowScene: 0x105308650; scene identity: com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Aai.delite.NimbleEdgeAssistant-default
2025-08-01 14:19:48.148987+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:KeyWindow] Setting default evaluation strategy for UIUserInterfaceIdiomPhone to SystemShellManaged
2025-08-01 14:19:48.149025+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:KeyWindow] Key window needs update: 0; currentKeyWindowScene: 0x0; evaluatedKeyWindowScene: 0x105308650; currentApplicationKeyWindow: 0x0; evaluatedApplicationKeyWindow: 0x0; reason: UIWindowScene: 0x105308650: Window scene became target of keyboard environment
2025-08-01 14:19:48.149207+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 2, <UIWindowScene: 0x105308650> (9910A2A3-10AA-4FB3-BE4A-706B2BCD407A)
2025-08-01 14:19:48.149539+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 2, <UIWindowScene: 0x105308650> (9910A2A3-10AA-4FB3-BE4A-706B2BCD407A)
2025-08-01 14:19:48.149766+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 2, <UIWindowScene: 0x105308650> (9910A2A3-10AA-4FB3-BE4A-706B2BCD407A)
2025-08-01 14:19:48.151786+0530  localhost NimbleEdgeAssistant[58564]: (libsystem_trace.dylib) Created Activity ID: 0x68ee53, Description: Activity for state dumps
2025-08-01 14:19:48.151782+0530  localhost NimbleEdgeAssistant[58564]: (libRPAC.dylib) [com.apple.runtime-issues:Slow Launch Risk] __delegate_identifier__:Performance Diagnostics__:::____message__:{"message":"Performing I/O on the main thread can cause slow launches.","antipattern trigger":"dlopen","message type":"suppressable","issue type":4,"category type":17,"subcategory type":3,"show in console":"0"}'53 84 61 EE 67 82 34 DB B2 C2 89 AC 4B E8 82 91 30 4C 0A 00 53 84 61 EE 67 82 34 DB B2 C2 89 AC 4B E8 82 91 80 4B 0A 00 4C 03 83 BC BE BA 3A 34 AB D3 AC 10 21 F9 69 04 98 D7 01 00 4C 03 83 BC BE BA 3A 34 AB D3 AC 10 21 F9 69 04 00 6D 00 00 53 84 61 EE 67 82 34 DB B2 C2 89 AC 4B E8 82 91 68 4B 0A 00 53 84 61 EE 67 82 34 DB B2 C2 89 AC 4B E8 82 91 3C C1 0D 00 53 84 61 EE 67 82 34 DB B2 C2 89 AC 4B E8 82 91 A4 BF 0D 00 53 84 61 EE 67 82 34 DB B2 C2 89 AC 4B E8 82 91 84 BB 0D 00 53 84 61 EE 67 82 34 DB B2 C2 89 AC 4B E8 82 91 A8 53 0C 00 4C 03 83 BC BE BA 3A 34 AB D3 AC 10 21 F9 69 04 98 D7 01 00 4C 03 83 BC BE BA 3A 34 AB D3 AC 10 21 F9 69 04 00 6D 00 00 53 84 61 EE 67 82 34 DB B2 C2 89 AC 4B E8 82 91 8C 53 0C 00 53 84 61 EE 67 82 34 DB B2 C2 89 AC 4B E8 82 91 B0 58 0C 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 28 97 DE 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 CC 44 27 01 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 20 16 FF 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 84 CD 01 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 48 CA 01 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 3C 34 02 00 52 36 87 D3 3C 5D 35 3C A7 1A 3E 83 F3 3D F3 F0 B4 5D 5E 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 A4 33 02 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 50 34 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00'
2025-08-01 14:19:48.156910+0530  localhost NimbleEdgeAssistant[58564]: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UIApplicationSceneDisplaySettings> on FBSSceneSettings
2025-08-01 14:19:48.161048+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:Orientation] <UIWindowScene: 0x105308650> (9910A2A3-10AA-4FB3-BE4A-706B2BCD407A) Scene updated orientation preferences: none -> ( Pu Ll Lr )
2025-08-01 14:19:48.161310+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:KeyWindow] Key window API is scene-level: YES
2025-08-01 14:19:48.161339+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:KeyWindow] UIWindowScene: 0x105308650: Window became key in scene: UIWindow: 0x10560ce70; contextId: 0xC910D610: reason: UIWindowScene: 0x105308650: Window requested to become key in scene: 0x10560ce70
2025-08-01 14:19:48.161364+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:KeyWindow] Key window needs update: 1; currentKeyWindowScene: 0x0; evaluatedKeyWindowScene: 0x105308650; currentApplicationKeyWindow: 0x0; evaluatedApplicationKeyWindow: 0x10560ce70; reason: UIWindowScene: 0x105308650: Window requested to become key in scene: 0x10560ce70
2025-08-01 14:19:48.161391+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:KeyWindow] Window did become application key: UIWindow: 0x10560ce70; contextId: 0xC910D610; scene identity: com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Aai.delite.NimbleEdgeAssistant-default
2025-08-01 14:19:48.161430+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:EventDeferring] [0x60000290df10] Begin local event deferring requested for token: 0x6000026067c0; environments: 1; reason: UIWindowScene: 0x105308650: Begin event deferring in keyboardFocus for window: 0x10560ce70
2025-08-01 14:19:48.162113+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 2, <UIWindowScene: 0x105308650> (9910A2A3-10AA-4FB3-BE4A-706B2BCD407A)
2025-08-01 14:19:48.162179+0530  localhost NimbleEdgeAssistant[58564]: (BackBoardServices) [com.apple.BackBoard:EventDelivery] policyStatus:<BKSHIDEventDeliveryPolicyObserver: 0x60000212c050; token: com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Aai.delite.NimbleEdgeAssistant-default; status: ancestor> was:target
2025-08-01 14:19:48.162206+0530  localhost NimbleEdgeAssistant[58564]: (BackBoardServices) [com.apple.BackBoard:EventDelivery] observerPolicyDidChange: 0x60000212c050 -> <_UIKeyWindowSceneObserver: 0x600000c06f10>
2025-08-01 14:19:48.162349+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:AppLifecycle] sceneOfRecord: sceneID: sceneID:ai.delite.NimbleEdgeAssistant-default  persistentID: 9910A2A3-10AA-4FB3-BE4A-706B2BCD407A
2025-08-01 14:19:48.162479+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:Application] Ignoring already applied deactivation reason: 5; deactivation reasons: 2080
2025-08-01 14:19:48.162515+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:Application] Deactivation reason added: 12; deactivation reasons: 2080 -> 6176; animating application lifecycle event: 1
2025-08-01 14:19:48.162561+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:Application] Deactivation reason removed: 11; deactivation reasons: 6176 -> 4128; animating application lifecycle event: 1
2025-08-01 14:19:48.162651+0530  localhost NimbleEdgeAssistant[58564]: (UIIntelligenceSupport) [com.apple.UIIntelligenceSupport:xpc] establishing connection to agent
2025-08-01 14:19:48.162911+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 2, <UIWindowScene: 0x105308650> (9910A2A3-10AA-4FB3-BE4A-706B2BCD407A)
2025-08-01 14:19:48.162923+0530  localhost NimbleEdgeAssistant[58564]: (libxpc.dylib) [com.apple.xpc:session] [0x60000212e0d0] Session created.
2025-08-01 14:19:48.162967+0530  localhost NimbleEdgeAssistant[58564]: (libxpc.dylib) [com.apple.xpc:session] [0x60000212e0d0] Session created from connection [0x600003d042d0]
2025-08-01 14:19:48.162982+0530  localhost NimbleEdgeAssistant[58564]: (libxpc.dylib) [com.apple.xpc:connection] [0x600003d042d0] activating connection: mach=true listener=false peer=false name=com.apple.uiintelligencesupport.agent
2025-08-01 14:19:48.163044+0530  localhost NimbleEdgeAssistant[58564]: (libxpc.dylib) [com.apple.xpc:session] [0x60000212e0d0] Session activated
2025-08-01 14:19:48.166372+0530  localhost NimbleEdgeAssistant[58564]: (libsystem_trace.dylib) Created Activity ID: 0x68ee54, Description: Activity for state dumps
2025-08-01 14:19:48.166368+0530  localhost NimbleEdgeAssistant[58564]: (libRPAC.dylib) [com.apple.runtime-issues:Hang Risk] __delegate_identifier__:Performance Diagnostics__:::____message__:{"message":"Performing I/O on the main thread can cause hangs.","antipattern trigger":"-[NSBundle bundleIdentifier]","message type":"suppressable","issue type":1,"category type":17,"subcategory type":3,"show in console":"0"}'DC EB B8 6C C8 6B 3E 60 A6 C1 BC B9 D9 0C E0 B0 C4 A8 01 00 4C 03 83 BC BE BA 3A 34 AB D3 AC 10 21 F9 69 04 98 D7 01 00 4C 03 83 BC BE BA 3A 34 AB D3 AC 10 21 F9 69 04 00 6D 00 00 DC EB B8 6C C8 6B 3E 60 A6 C1 BC B9 D9 0C E0 B0 F4 FE 00 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 8C B4 10 01 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 88 B8 10 01 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 C0 B5 10 01 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 48 B0 10 01 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 8C 73 A3 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 20 DE A3 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 EC DC A3 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 80 71 A3 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 20 78 A3 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 18 5E A3 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 34 1A A3 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 88 05 A3 00 8D F2 F5 B7 0B 8D 30 5E B4 37 78 EE 4B 38 E5 96 80 72 00 00 8D F2 F5 B7 0B 8D 30 5E B4 37 78 EE 4B 38 E5 96 1C 80 00 00 8D F2 F5 B7 0B 8D 30 5E B4 37 78 EE 4B 38 E5 96 14 94 00 00 8D F2 F5 B7 0B 8D 30 5E B4 37 78 EE 4B 38 E5 96 A4 BA 01 00 8D F2 F5 B7 0B 8D 30 5E B4 37 78 EE 4B 38 E5 96 00 2F 00 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 8C 0D A5 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 84 D2 A4 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 90 EA 0F 01 53 84 61 EE 67 82 34 DB B2 C2 89 AC 4B E8 82 91 D4 58 0C 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 28 97 DE 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 CC 44 27 01 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 20 16 FF 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 84 CD 01 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 48 CA 01 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 3C 34 02 00 52 36 87 D3 3C 5D 35 3C A7 1A 3E 83 F3 3D F3 F0 B4 5D 5E 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 A4 33 02 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 50 34 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00'
2025-08-01 14:19:48.167726+0530  localhost NimbleEdgeAssistant[58564]: (CoreFoundation) Created Activity ID: 0x68ee55, Description: Updating Key-Value Observers Of Preferences
2025-08-01 14:19:48.187172+0530  localhost NimbleEdgeAssistant[58564]: (libsystem_trace.dylib) Created Activity ID: 0x68ee56, Description: Activity for state dumps
2025-08-01 14:19:48.187165+0530  localhost NimbleEdgeAssistant[58564]: (libRPAC.dylib) [com.apple.runtime-issues:Slow Launch Risk] __delegate_identifier__:Performance Diagnostics__:::____message__:{"message":"Performing I/O on the main thread can cause slow launches.","antipattern trigger":"-[NSBundle bundleIdentifier]","message type":"suppressable","issue type":4,"category type":17,"subcategory type":3,"show in console":"0"}'DC EB B8 6C C8 6B 3E 60 A6 C1 BC B9 D9 0C E0 B0 C4 A8 01 00 4C 03 83 BC BE BA 3A 34 AB D3 AC 10 21 F9 69 04 98 D7 01 00 4C 03 83 BC BE BA 3A 34 AB D3 AC 10 21 F9 69 04 00 6D 00 00 DC EB B8 6C C8 6B 3E 60 A6 C1 BC B9 D9 0C E0 B0 F4 FE 00 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 8C B4 10 01 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 88 B8 10 01 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 C0 B5 10 01 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 48 B0 10 01 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 8C 73 A3 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 20 DE A3 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 EC DC A3 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 80 71 A3 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 20 78 A3 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 18 5E A3 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 34 1A A3 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 88 05 A3 00 8D F2 F5 B7 0B 8D 30 5E B4 37 78 EE 4B 38 E5 96 80 72 00 00 8D F2 F5 B7 0B 8D 30 5E B4 37 78 EE 4B 38 E5 96 1C 80 00 00 8D F2 F5 B7 0B 8D 30 5E B4 37 78 EE 4B 38 E5 96 14 94 00 00 8D F2 F5 B7 0B 8D 30 5E B4 37 78 EE 4B 38 E5 96 A4 BA 01 00 8D F2 F5 B7 0B 8D 30 5E B4 37 78 EE 4B 38 E5 96 00 2F 00 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 8C 0D A5 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 84 D2 A4 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 90 EA 0F 01 53 84 61 EE 67 82 34 DB B2 C2 89 AC 4B E8 82 91 D4 58 0C 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 28 97 DE 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 CC 44 27 01 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 20 16 FF 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 84 CD 01 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 48 CA 01 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 3C 34 02 00 52 36 87 D3 3C 5D 35 3C A7 1A 3E 83 F3 3D F3 F0 B4 5D 5E 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 A4 33 02 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 50 34 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00'
2025-08-01 14:19:48.203566+0530  localhost NimbleEdgeAssistant[58564]: (libsystem_trace.dylib) Created Activity ID: 0x68ee57, Description: Activity for state dumps
2025-08-01 14:19:48.203561+0530  localhost NimbleEdgeAssistant[58564]: (libRPAC.dylib) [com.apple.runtime-issues:Hang Risk] __delegate_identifier__:Performance Diagnostics__:::____message__:{"message":"Performing I/O on the main thread can cause hangs.","antipattern trigger":"-[NSBundle bundleIdentifier]","message type":"suppressable","issue type":1,"category type":17,"subcategory type":3,"show in console":"0"}'B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 40 AA 27 01 4C 03 83 BC BE BA 3A 34 AB D3 AC 10 21 F9 69 04 98 D7 01 00 4C 03 83 BC BE BA 3A 34 AB D3 AC 10 21 F9 69 04 00 6D 00 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 14 AA 27 01 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 6C CE 45 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 EC 3B E7 00 4C 03 83 BC BE BA 3A 34 AB D3 AC 10 21 F9 69 04 98 D7 01 00 4C 03 83 BC BE BA 3A 34 AB D3 AC 10 21 F9 69 04 00 6D 00 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 CC 3B E7 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 2C 83 E5 00 52 36 87 D3 3C 5D 35 3C A7 1A 3E 83 F3 3D F3 F0 24 A8 85 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 08 2E E6 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 20 33 E6 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 70 2F E6 00 52 36 87 D3 3C 5D 35 3C A7 1A 3E 83 F3 3D F3 F0 6C A6 85 00 52 36 87 D3 3C 5D 35 3C A7 1A 3E 83 F3 3D F3 F0 A0 A3 85 00 52 36 87 D3 3C 5D 35 3C A7 1A 3E 83 F3 3D F3 F0 C4 5D 5E 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 A4 33 02 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 50 34 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00'
2025-08-01 14:19:48.209165+0530  localhost NimbleEdgeAssistant[58564]: (libsystem_trace.dylib) Created Activity ID: 0x68ee58, Description: Activity for state dumps
2025-08-01 14:19:48.209160+0530  localhost NimbleEdgeAssistant[58564]: (libRPAC.dylib) [com.apple.runtime-issues:Slow Launch Risk] __delegate_identifier__:Performance Diagnostics__:::____message__:{"message":"Performing I/O on the main thread can cause slow launches.","antipattern trigger":"-[NSBundle bundleIdentifier]","message type":"suppressable","issue type":4,"category type":17,"subcategory type":3,"show in console":"0"}'B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 40 AA 27 01 4C 03 83 BC BE BA 3A 34 AB D3 AC 10 21 F9 69 04 98 D7 01 00 4C 03 83 BC BE BA 3A 34 AB D3 AC 10 21 F9 69 04 00 6D 00 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 14 AA 27 01 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 6C CE 45 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 EC 3B E7 00 4C 03 83 BC BE BA 3A 34 AB D3 AC 10 21 F9 69 04 98 D7 01 00 4C 03 83 BC BE BA 3A 34 AB D3 AC 10 21 F9 69 04 00 6D 00 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 CC 3B E7 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 2C 83 E5 00 52 36 87 D3 3C 5D 35 3C A7 1A 3E 83 F3 3D F3 F0 24 A8 85 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 08 2E E6 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 20 33 E6 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 70 2F E6 00 52 36 87 D3 3C 5D 35 3C A7 1A 3E 83 F3 3D F3 F0 6C A6 85 00 52 36 87 D3 3C 5D 35 3C A7 1A 3E 83 F3 3D F3 F0 A0 A3 85 00 52 36 87 D3 3C 5D 35 3C A7 1A 3E 83 F3 3D F3 F0 C4 5D 5E 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 A4 33 02 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 50 34 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00'
2025-08-01 14:19:48.209482+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 2, <UIWindowScene: 0x105308650> (9910A2A3-10AA-4FB3-BE4A-706B2BCD407A)
